Total Kasus,Aceh,Bali,Banten,Babel,Bengkulu,DIY,Jakarta,Jambi,Jabar,Jateng,Jatim,Kalbar,Kaltim,Kalteng,Kalsel,Kaltara,Kep Riau,NTB,Sumsel,Sumbar,Sulut,Sumut,Sultra,Sulsel,Sulteng,Lampung,Riau,Malut,Maluku,Papbar,Papua,Sulbar,NTT,Gorontalo,?,
28-Mar,,,,,,,11,,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar,,,,,,,6,,2,,3,,,,,,,,1,,,,,,,,,,,,,,,,,
30-Mar,,,,,,,6,,1,,1,,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar,,,,,1,,9,,1,,,2,,,,,,,,,,,,,,,,,,1,,,,,,
1-Apr,,,10,1,,,2,,,,1,,1,,,,,,,,,2,,4,,,,,,,,,,,,
2-Apr,,,,,,1,5,,4,,2,,,,,,,,,,,,,,,1,,,,,,,,,,
3-Apr,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Apr,1,,3,,,,1,,1,,3,,,,,,,,,,,,,,,,,,,,1,,,,,
5-Apr,,,,,,,6,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
6-Apr,,,,,,,4,,1,4,,,,,,,,,,,,,,1,,,,,,,1,,,,,
7-Apr,,,1,,,,7,,,,2,,,,,,,,,,,,,,2,,,,,,,,,,,
8-Apr,,,,,,4,8,,6,,,,,,,,,,,,1,,,,,,,,,,,,,,,
9-Apr,,,2,,,,28,,5,,1,,,,2,,,,,,,,,2,,,,,,,,,,,,
10-Apr,,,1,,,,12,,,,5,,,1,,,,,,3,1,,,3,,,,,,,,,,,,
11-Apr,,,,,,,5,,,,3,,,,,1,,2,,,,4,1,4,,,,,,,,1,,,,
12-Apr,,,,,,,36,,3,3,2,1,,,,,,,,,,,,,,,,,,,1,,,,,
13-Apr,,,1,,,,9,,9,,3,,,,,,,,,,,1,,,,3,,,,,,,,,,
14-Apr,,,,,,,37,,,1,11,,,,3,,4,,,2,,,,,1,1,,,,,,,,,,
15-Apr,,,2,,,,,,,1,4,,,1,1,,,,,,,,,,,1,,,,,,,,,,
16-Apr,,,7,,,,2,,1,,1,,,,,,2,,,,,,,8,,,3,,,,3,,,,,
17-Apr,,,2,,,1,2,,3,13,,,,,,,,,,2,,,,,,,1,,,,,,,,,
18-Apr,,1,,,,,7,,,,3,,,,,,,,,1,,,1,2,,,,,,,,,,,,
19-Apr,,,,,,,34,,3,3,5,,,,,,,1,1,,,,,,,,,,,,,,,,,
20-Apr,,,1,,,,,,3,,2,,,1,,,,1,,,,,,,,,,,,,,,,,,
21-Apr,,,,,,,11,,6,,,,,1,,,1,,,,1,,,5,,,,,,,,,,1,,
22-Apr,,1,,,,,3,,3,9,2,,,,,,,,,1,,1,,,,,,,,,,,,,,
23-Apr,,,,,,,,,3,,2,,,,,,,,,1,,1,,4,,,,,,,,,,,,
24-Apr,,,4,,,,25,,3,1,7,,,,,,,,,1,,,,1,,,,,,,,,,,,
25-Apr,,,,,,,20,,,,8,,,,,,,,,1,,1,,1,,,,,,,,,,,,
26-Apr,,,,,,,7,,,4,12,,,,,,,,,,,,,,,,,,,,,,,,,
27-Apr,,,1,,,,14,,1,,1,,,1,,,,,,3,,,,1,,,,,,,,,,,,
28-Apr,,,1,,,,3,,1,,2,,,1,,,,,,,,,,,,,,,,,,,,,,
29-Apr,,,,,,,,,,1,5,,,,3,,1,,,1,,,,,,,,,,,,,,,,
30-Apr,,,,,,,1,,4,,1,,,,,,,,,,1,1,,,,,,,,,,,,,,
1-May,,,,,,,4,,,1,3,,,,,,,,,,,,,,,,,,,,,,,,,
2-May,,,,,,,17,,1,2,7,,,,,,,,,,,,,3,,,1,,,,,,,,,
3-May,,,,,,,6,,1,,5,,,1,,,,,1,,,,,,,,,,,,,,,,,
4-May,,,,,,,10,,1,,6,,,,,,,,1,,,,,,,,1,,,,,,,,,
5-May,,,,,,,1,,1,,,,1,,,,1,,,1,,,,2,,,,,,,,1,,,,
6-May,,,,,,,5,,3,2,6,,,,,,,1,,,,3,,3,,,,,,,,,,,,
7-May,,,15,,,,9,,,,10,,,,,,,,1,,,,,,,,,,,,,,,,,
8-May,,,,,,,1,,2,1,5,,,,,,,,,1,,,,1,,,,,2,,,,,,,
9-May,,,,,,,3,,3,1,3,,,,,,,1,,,,5,,,,,,,,,,,,,,
10-May,,,,,,,7,,,,2,,,,,,1,,3,,,,,1,,,,,,,,,,,,
11-May,,,,,,,7,,,,6,,,,,,,,,,,3,,2,,,,,,,,,,,,
12-May,,,,,,,2,,3,,6,,1,,,,,,,1,1,,,,,,,,2,,,,,,,
13-May,,,1,,,,6,,,,8,,,,,,,1,,1,,,1,,,,,3,,,,,,,,
14-May,,,,,1,,3,,1,,4,,,,,,,,,2,,,,2,1,,,,,,,,1,,,
15-May,,,3,,,,8,,1,4,11,,,4,,,,,,,,,2,,,,,,,,,,,,,
16-May,,,1,,,1,,,,,5,,,,,,,,2,1,1,,,1,,,,1,,,,,,,,
17-May,,,,,,,3,,10,,11,1,,,27,,,,,,1,2,,1,,,,,2,,,,,1,,
18-May,,,1,,,,,,13,,15,,,,8,,,,2,,,1,,2,,1,,,,,,,,,,
19-May,,,,,,,7,,1,,13,,,,3,,,,5,,,1,,,,,,,,,,,,,,
20-May,,,,,,,2,,,,6,,,,5,,1,,1,1,1,2,,1,,,,,1,,,,,,,
21-May,,,3,,,,9,,,,13,,,,2,,,,2,,3,1,,3,,,,,,,,,,,,
22-May,,,1,,,,18,,1,,15,,,4,3,,,,1,,1,1,,2,,1,,,,,,,,,,
23-May,,,,,,,1,,2,,15,,,,1,,,1,1,1,2,,,,,,,,,1,,,,,,
24-May,,,,,,,,,1,,12,,,,1,,,,2,,1,1,,2,,,,1,,,,,,,,
25-May,,,,,,,,,,,9,,,2,2,,,,,,3,,,3,,,,,,,,,,,,
26-May,,,,,,,,,9,,9,,,,2,,,,,,4,,,2,,1,,,,,,,,,,
27-May,,,,,,,8,,5,,19,,,,8,1,1,1,,1,7,1,,,,2,,1,,,,,,,,
28-May,,,,,,,,,,,14,,,,,,,1,,,5,2,,,,,,,1,,,,,,,
29-May,,,3,,,,,,,,11,,,,1,,1,,2,,1,,,3,,,,1,,,,,,1,,
30-May,,,,,,,7,,2,,27,,,2,5,,,,4,,,5,,1,,,,,,,,,,,,
31-May,,,,,,,1,,,,24,,,,3,,1,,3,,2,,,2,,,,4,,,,,,,,
1-Jun,,1,,,,,1,,,,16,,,,6,,,,,,,,,1,,,,3,,,,,,,,
2-Jun,,,,,,,,,7,,6,,,1,1,,,2,,,,,,,,,,1,,,1,,,3,,
3-Jun,,,,,,,5,,3,1,11,,,4,3,,,1,1,,3,1,,,,1,,1,,,,,,,,
4-Jun,,,,,,,,,1,,8,,,,3,,,4,,,,1,,4,,,,2,,,,,,,,
5-Jun,,,1,,1,,1,,3,5,9,,,2,,,,3,3,2,,3,1,14,,,,1,,,,,,,,
6-Jun,,,1,,1,,,,,,17,,,,3,,,1,4,,3,,,1,,,,,,,,,,,,
7-Jun,,,,,,,5,,,22,20,,,,1,,,,,,2,,,,,,,,,,,,,,,
8-Jun,,,,,,,,,3,,19,,,2,3,,,1,,,2,2,,,,,,,,,,,,,,
9-Jun,,,1,,,,4,,,5,12,,,,4,,1,3,,2,,4,,3,,,,,,,,,,1,,
10-Jun,,,1,,,,2,,,,16,,,1,4,,,3,4,,3,1,,1,,,,,,,,,,,,
11-Jun,,,2,,,,2,,,,23,,,,4,,,3,,,2,3,,,,,,1,1,,,,,,,
12-Jun,,,1,,,,3,,,,22,,1,,4,,,,1,,,1,,12,,,,2,1,,,,,,,
13-Jun,,1,3,,1,,8,,,,14,,,1,4,,,2,1,,4,2,,,,,,,,1,,,,1,,
14-Jun,,,,,1,,7,,,1,11,,,3,5,,,,7,1,,,,6,,1,,,,,,,,,,
15-Jun,,,,1,,,2,,1,17,16,,,4,6,,,2,2,,,5,,7,,,,,1,,,,,,,
16-Jun,,,,1,,,,,,,21,,,,4,,,,,,3,2,,,,,,,2,,,,,,,
17-Jun,1,,,,,,6,,7,,14,,,,6,,,6,4,,,1,,,,,,,,,,,,,,
18-Jun,,,,,,,15,,2,9,13,,,6,9,,,2,3,,2,,,,,,2,,,,,,,,,
19-Jun,,,,,2,,,,,13,13,,,,2,,,,2,,2,,,,,,,,,,,,,,,
20-Jun,,1,,,,,7,,,,20,,,2,3,,,1,1,,3,2,,15,,,,1,,,,,,,,
21-Jun,,2,,,,,1,,,,17,,1,,10,,,,2,,1,2,,,,,,,,,,,,,,
22-Jun,,,,,,,,,,1,13,,,3,,,,1,3,,2,3,,7,,,,2,,,,,,,,
23-Jun,,,,,1,,8,,,4,13,,,1,2,,,,,,,3,,1,,,1,1,,,,,,,,
24-Jun,,,,,1,,8,,,2,9,,1,,1,,,2,3,,,3,,6,1,,,,1,,,,,,,
25-Jun,,2,,,,,6,,2,,14,,,,7,,,2,3,,1,3,,3,,,1,3,,,,,,,,
26-Jun,,,,,,,8,,2,,32,,1,2,3,,,,2,1,3,4,,2,,,,2,1,,,,,,,
27-Jun,,,,,,,8,,,,17,,,1,,,,1,1,,1,5,1,2,,,,,,,,,,,,
28-Jun,,2,,,,,1,,,,18,,,,4,,,3,,,2,,,4,,,,,,,,,,,,
29-Jun,,,,,1,,,,,,32,,,,4,,,6,2,,4,,,1,,,,,,1,,,,,,
30-Jun,1,1,,,1,,7,,1,,30,,,2,3,,,1,7,,1,1,,4,,,,,1,,8,,,2,,
1-Jul,,1,,,,,,,1,10,33,,,,1,,,3,3,,1,5,,,,,,,,,,,,,,
2-Jul,,1,,,,,6,,,10,22,,,,,,,,8,,,2,1,,,,,,1,,1,,,1,,
3-Jul,,,,,,,5,,,,21,,1,4,5,,,,3,,1,1,,7,,,,1,,,,,,,,
4-Jul,,2,,,1,,,,,15,27,,,,3,,,1,,,,3,,,1,,,,,,,,,,,
5-Jul,,2,1,,,,6,,,15,24,,,2,2,,,,1,,4,,1,24,,,,,,,,,,,,
6-Jul,,3,,,,,,1,1,15,33,,1,,2,,,,1,,3,4,,1,,,1,,,,2,,,2,,
7-Jul,,2,,,,,12,,2,5,26,,2,1,3,,,1,6,,2,1,,2,,,,,,,1,,,2,,
8 Jul,,,,,,,4,,2,5,23,,,,1,,,6,1,,2,1,,3,,,,,,,1,,,1,,
9-Jul,,1,,,1,1,6,,4,,23,,,3,3,,,1,1,1,1,5,1,4,,,,2,,,,,,,,
10-Jul,,,1,,,,,,,10,27,,1,,2,,,2,5,,2,1,,,,,,,,,,,,1,,
11-Jul,,1,,,2,,10,,,,36,,,,,,,,2,,3,4,,8,,,,,,,,,,,,
12-Jul,1,,,,,,10,,,5,20,,4,,5,,,3,3,,3,4,,6,,,,4,,,2,1,,,,
13-Jul,,,,,,1,6,,,,18,,1,5,5,,,4,1,,3,2,,3,,,,1,,,,,,,,
14-Jul,1,,,,,,4,1,,,21,,,,3,,,1,4,,,5,1,13,,,,,,,,,,,,
15-Jul,2,2,,,,,5,,1,18,28,,,,5,,,3,4,,,,1,12,,,,,,,3,,,3,,
16-Jul,1,3,1,,,1,7,,,9,26,,,,5,,,,,,1,5,,15,,,,,,,1,,,1,,
17-Jul,,3,,,,,6,,1,18,37,,,,2,,,1,3,,2,7,,2,,,,,,,,,,2,,
18-Jul,,1,1,,,,8,,2,15,11,,,,7,,,3,2,,,3,,2,,,,,1,1,,,,2,,
19-Jul,1,4,1,,,1,9,,,23,52,,1,9,3,,,5,1,1,2,1,,9,,,,,2,,1,,,1,,
20-Jul,,4,,,,,9,,,36,32,,1,,5,,,2,1,,,3,,2,,,,,,,,,,1,,
21-Jul,,2,1,,,1,8,,4,15,28,,,,6,,,2,2,,,4,,3,,,,,,,3,,,2,,
22-Jul,,,,,,1,5,,2,70,35,,3,2,5,,,,2,,1,7,,3,,,,2,,,,,,1,,
23-Jul,1,2,,,,1,2,,1,60,29,,3,,1,,,,,,7,9,1,,,,,,,,,,,,,
24-Jul,,,,,,,4,,,38,29,,,,,,,5,5,,,3,1,3,,,,1,,,,,,,,
25-Jul,,,,,,1,,,,10,18,,2,4,3,,,,,,1,3,,3,,,,2,,,2,,,,,
26-Jul,,,2,,,1,4,,,10,17,,2,2,5,,,1,4,,2,4,,9,1,,,1,1,,,,,1,,
27-Jul,,,,,,,10,,,10,19,,,1,2,,,3,1,,1,2,,5,,,,1,,,,,,2,,
28-Jul,,,,,,2,15,,,8,22,,,,3,,1,1,1,,3,1,,4,,,1,,1,,,,,,,
29-Jul,2,,,,,,14,,2,12,33,,,,4,,,,,,,3,,3,,,,,,,,,,1,,
30-Jul,,,2,,2,,19,2,2,12,14,,2,,8,,,,7,,3,3,,2,,,,2,1,1,,1,,,,
31-Jul,,,1,,,1,14,,,18,21,,2,3,1,,,2,,1,3,6,,,,,,,,,,,,,,
1-Aug,,,,,,1,12,,,13,21,,1,,6,,1,,1,,,,,5,,,,,,,,,,1,,
2-Aug,3,,,,1,,1,,,18,,,4,,,,,5,,,1,7,,,,1,,1,,,1,,,,,
3-Aug,2,,2,,,,16,,,10,22,,4,,,,1,2,2,,1,2,1,,,,1,,,,,,,,,
4-Aug,,,1,,1,,14,,6,,40,,1,,2,,,1,4,,,6,,7,,,,,,,,1,,2,,
5-Aug,1,,,,,,14,,,15,18,,,,1,,,3,6,,,2,2,1,,,,,,,,,,1,,
6-Aug,,,1,,,,13,,1,20,18,,1,4,,,,1,4,,1,1,,1,,,,,2,,1,,,,,
7-Aug,,1,1,,,,12,,4,9,17,,4,1,3,,,,4,,3,9,,4,,,,,,,,,,,,
8-Aug,,,1,,1,2,11,,3,11,22,,1,,2,,4,1,2,,,1,1,,,,,1,,,1,,,,,
9 Aug,1,,,,,1,6,,4,3,21,,4,,3,,1,,11,,2,2,,1,,,1,2,,,,,,2,,
10 Aug,,,,,1,1,2,,,5,17,,4,,1,,,2,3,,,1,,,,,,4,,,,,,1,,
11 Aug,,,,,,,12,,4,3,21,,3,1,1,,,3,2,,3,4,,2,,,,,,,,,,,,
12 Aug,2,,2,,2,1,15,,1,20,16,,2,,2,,1,1,2,2,,2,1,1,,,,3,,1,,1,,1,,
13 Aug,1,,,,,,11,,1,14,22,,1,2,4,,1,,,1,,5,,1,,,,,,,,1,,,,
14 Aug,2,,1,,,2,4,,1,9,14,,4,1,2,,,,2,1,,4,,4,,,,,,,,,,2,,
15 Aug,2,,,,,,6,,,6,21,,1,,3,,,2,1,,1,3,,,,,,,3,,,,,1,,
16 Aug,,1,1,,,,1,,2,6,35,,23,,,,1,,,2,2,2,,,,1,1,,,,1,,,,,
17 Aug,,,,,,,14,,1,5,14,,4,,6,,,1,,1,1,3,,3,,,1,,1,,,,,2,,
18 Aug,2,1,1,,,1,19,,,10,18,,1,2,,,,2,1,2,1,8,,,,,,,1,,,,,,,
20 Aug,,,,,,2,16,,2,4,24,,2,,,,2,1,3,,1,9,,,,,1,,1,,4,,,,,
21 Aug,2,,,,,1,15,1,8,5,30,,5,1,2,,1,2,2,,,2,1,,,,,2,,,,,,2,,
22 Aug,,1,2,,,1,17,,6,16,25,,1,1,3,,,3,5,3,,6,1,1,,,1,,,,,,1,,,
23 Aug,2,,,,,,17,,1,12,19,,15,,2,,1,2,4,1,,3,2,1,1,,1,,,1,,,,1,,
24 Aug,3,,,,,1,16,,3,3,23,,3,,2,,1,5,1,,5,6,2,1,,,2,,,1,,,,1,,
25 Aug,3,2,,,,,16,,1,25,27,,9,1,4,,1,2,3,1,,2,,,,,1,,1,,,,,,,
26 Aug,,2,1,,,2,6,,,30,30,,2,,2,,,2,2,1,1,2,,,,,,,1,2,,,,,,
27 Aug,,2,,,1,,11,,,33,30,,9,1,2,,4,3,3,2,,6,1,6,,,3,2,,1,,,,,,
28 Aug,11,2,,,,,10,,2,28,20,,3,,5,,,1,3,2,,7,1,2,,,5,2,,,,,,1,,
29 Aug,6,2,,,,1,18,,,10,21,,8,1,3,,,,11,,,6,,2,,,,,,1,,,,2,,
30 Aug,6,3,4,,,,9,,,15,26,1,5,1,2,,,1,,1,1,3,2,,,,,1,,,1,,,,,
31 Aug,2,3,,,,2,14,,8,8,21,,1,,1,,1,2,2,,,3,2,,,,4,,,,,,,,,
1 Sep,3,2,4,,,,17,,2,14,26,,3,,1,,,3,2,,,4,1,,,2,1,,,2,1,,,,,
2 Sep,2,5,1,,,2,17,,1,31,29,,1,,4,,1,,6,,1,2,1,4,1,,1,,1,,,,,,,
3 Sep,4,4,1,,,2,15,,4,18,34,,27,1,4,,2,,2,,1,3,3,3,2,1,1,,,,1,,,1,,
4 Sep,2,9,,,,1,6,,1,5,29,,7,1,,,,3,4,3,,4,,1,,,5,,,,1,,,,,
5 Sep,2,10,,,1,1,13,,,10,27,1,8,,6,,,2,9,,,6,1,2,,1,,,1,,2,,,5,,
6 Sep,2,7,,,,1,9,,,8,30,,7,1,1,,,1,3,1,1,2,1,1,,1,5,,1,2,,,,,,
7 Sep,3,11,3,,,,22,,,6,31,,3,2,2,,3,1,3,1,1,4,,1,,2,2,1,,,2,,1,,,
8 Sep,2,12,,,,1,21,,2,6,32,,8,,1,,1,2,2,,,3,1,1,,,3,1,,,,,,1,,
9 Sep,2,14,,,,1,17,,3,10,38,,2,1,1,,,,5,2,,1,1,1,,1,3,2,,,,,1,,,
10 Sep,2,9,,1,1,1,17,1,,18,42,,3,1,6,,1,,5,,,3,2,,,,3,1,,,2,,,1,,
11 Sep,2,10,,,1,1,17,1,7,5,29,,3,,1,,,1,1,,,3,,1,,,,,,2,2,,,1,,
12 Sep,,7,,,2,,18,,1,10,29,,5,1,5,1,4,,3,4,,6,1,1,,,4,,2,1,,,1,,,
13 Sep,4,6,,,,2,5,,5,6,17,,2,1,,,,1,3,3,1,,,4,,,8,,,,3,,,2,,
14 Sep,5,5,,,,1,27,,,8,37,,2,,3,,,,5,4,1,6,,3,,1,4,,,4,,,,2,,
15 Sep,6,5,1,,,,32,,6,12,32,1,3,1,1,,,1,4,5,,6,,,,,5,1,,,2,,,,,
16 Sep,11,4,1,,,,31,,1,14,35,,5,3,2,,,,4,5,2,4,2,3,,2,4,,,,2,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meninggal Dunia Harian,Jakarta,Luar Jakarta,Total,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar,5,1,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar,6,4,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar,2,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Mar,,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Mar,15,5,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Mar,5,4,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Mar,11,4,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar,6,6,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Mar,6,2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar,9,5,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Apr,2,19,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Apr,5,8,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Apr,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Apr,1,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr,6,1,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Apr,4,7,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Apr,7,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-Apr,8,11,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Apr,28,12,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Apr,12,14,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Apr,5,16,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr,36,10,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Apr,9,17,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Apr,37,23,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Apr,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Apr,2,25,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Apr,2,22,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Apr,7,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr,34,13,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Apr,,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Apr,11,15,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Apr,3,17,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Apr,,11,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Apr,25,17,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Apr,20,11,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kasus-Harian,Jakarta,Jabar-Banten,Jateng-Jatim,Luar Jawa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Mar,19,0,2,0,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Mar,14,2,1,2,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Mar,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Mar,30,16,3,22,71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Mar,52,12,7,23,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Mar,5,25,5,50,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Mar,44,18,14,23,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Mar,40,4,16,8,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Mar,44,9,0,21,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Mar,70,10,15,22,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Mar,39,15,30,36,120,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Mar,53,5,10,40,108,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Mar,83,37,16,54,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Mar,38,31,23,48,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Mar,48,33,21,61,163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Mar,24,47,19,86,176,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31-Mar,41,30,20,53,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-Apr,62,32,27,60,181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-Apr,80,23,0,33,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-Apr,74,8,62,60,204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-Apr,55,27,12,39,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-Apr,96,9,37,48,190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-Apr,101,21,19,98,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-Apr,135,87,7,105,334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-Apr,101,40,9,108,258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-Apr,236,17,31,70,354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-Apr,47,37,33,139,256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-Apr,196,68,11,123,398,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-Apr,96,31,175,128,430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-Apr,160,64,73,83,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-Apr,130,4,115,37,286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-Apr,139,29,38,120,326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-Apr,196,27,23,161,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-Apr,154,69,14,239,476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18-Apr,109,19,61,155,344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19-Apr,108,58,55,164,385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20-Apr,79,54,5,101,239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21-Apr,163,9,114,98,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22-Apr,119,6,68,96,289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23-Apr,133,22,86,138,379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24-Apr,85,97,64,287,533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25-Apr,85,56,128,183,452,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26-Apr,114,5,46,115,280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27-Apr,70,51,29,115,265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28-Apr,133,25,87,195,440,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29-Apr,90,40,45,125,300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30-Apr,82,19,100,165,366,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1-May,142,14,107,184,447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2-May,80,40,32,180,332,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3-May,67,15,90,192,364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4-May,79,207,29,287,602,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5-May,148,60,104,232,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6-May,83,49,93,191,416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7-May,85,69,74,179,407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8-May,100,33,51,185,369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9-May,101,51,164,268,584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10-May,134,10,109,144,397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11-May,86,64,42,105,297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12-May,99,70,152,223,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13-May,183,28,149,357,717,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14-May,134,22,138,296,590,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15-May,86,60,104,300,550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16-May,107,26,221,201,555,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17-May,132,55,69,288,544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
